aid,reporting,reporting_ref,funder_ref,title,status_code,day_start,day_end,description,commitment,spend,commitment_eur,spend_eur,commitment_gbp,spend_gbp,commitment_cad,spend_cad,country_code,country_percent,sector_group,sector_code,sector_percent,location_code,location_name,location_longitude,location_latitude,location_precision,location_percent,iso3,iso2,activity_id
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,ZAGREB,15.97798,45.81444,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,CAIRO,31.24967,30.06263,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,TBILISI,44.83368,41.69411,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,YEREVAN,44.51361,40.18111,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,KYIV,30.5238,50.45466,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,SKOPJE,21.43141,41.99646,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,PRISTINA,21.16688,42.67272,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
XI-IATI-EC_NEAR-2019/413-798,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,Enhancement of educational and scientific role of DonNUET as an internally displaced higher education institution in Donetsk region community,Implementation,2019-12-25,2024-08-31,"Action will support:upgrade of curricula,  improvement of  quality of education and DonNUET management system; renovation of Mariupol College of DonNUET and  Sviatohirsk facility of DonNUET;  and provide new services for students, staff and local community; strengthen the role of student self-government",0,794224.8,0,729000,0,635509.8,0,1072317.9,Ukraine,100,Post-Secondary Education,Higher education,100,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/413-798
XI-IATI-EC_NEAR-2019/413-253,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,Intensification of influence of teachers of Luhansk region on the processes of reconciliation and peace-building,Implementation,2019-12-27,2023-06-30,"Promote peace and reconciliation in the East of Ukraine by reinforcing the capacity of Luhansk Taras Shevchenko National University and Luhansk Regional In-Service Teacher Training Institute through strengthening of network of resource centers for Luhansk region teachers, upgrading university infrastructure, improving conditions for university staff, and further developing student services, including student self-governance",0,1459668.2,0,1339794.6,0,1167973.5,0,1970762.4,Ukraine,100,Post-Secondary Education,Higher education,100,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/413-253
XI-IATI-EC_NEAR-2019/413-785,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,Ukraine Municipal Transport and Investment Programme,Implementation,2019-12-28,2027-06-27,"The UMIP Project is a multi-sector programme targeting public infrastructure projects in the following sectors: energy efficiency (district heating, municipal lighting), water supply, wastewater and solid waste management. The objective of the UMIP Project is to rehabilitate and upgrade the municipal infrastructure in Ukraine by substantially improving energy efficiency and thus contributing to Ukraines energy security. Furthermore, the upgrades are expected to result in reduction in water lo",0,4679062.5,0,4294800,0,3744016,0,6317409,Ukraine,100,Transport & Storage,Road transport,100,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/413-785
XI-IATI-EC_NEAR-2019/411-996,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,TransparentCities e-platform for cooperation of citizens and local governments for accountability and good governance,Implementation,2020-01-01,2023-07-31,"The Action will strive to achieve the following objectives: 1. Empower a coalition of 20 CSOs to assess accountability and governance practices in 14 areas at 50 cities through the innovative TransparentCities e-platform.2. Foster the development of 30 cities through supporting cooperation with civil society, usage of accountability tools and replication of best initiatives from other cities.3. Engage citizens and activists in 50 cities to participate in the promotion of good governance.",0,647146.1,0,594000,0,517822.84,0,873740.5,Ukraine,100,Government & Civil Society-general,Decentralisation and support to subnational government,30,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/411-996
XI-IATI-EC_NEAR-2019/411-996,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,TransparentCities e-platform for cooperation of citizens and local governments for accountability and good governance,Implementation,2020-01-01,2023-07-31,"The Action will strive to achieve the following objectives: 1. Empower a coalition of 20 CSOs to assess accountability and governance practices in 14 areas at 50 cities through the innovative TransparentCities e-platform.2. Foster the development of 30 cities through supporting cooperation with civil society, usage of accountability tools and replication of best initiatives from other cities.3. Engage citizens and activists in 50 cities to participate in the promotion of good governance.",0,647146.1,0,594000,0,517822.84,0,873740.5,Ukraine,100,Government & Civil Society-general,Anti-corruption organisations and institutions,40,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/411-996
XI-IATI-EC_NEAR-2019/411-996,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,TransparentCities e-platform for cooperation of citizens and local governments for accountability and good governance,Implementation,2020-01-01,2023-07-31,"The Action will strive to achieve the following objectives: 1. Empower a coalition of 20 CSOs to assess accountability and governance practices in 14 areas at 50 cities through the innovative TransparentCities e-platform.2. Foster the development of 30 cities through supporting cooperation with civil society, usage of accountability tools and replication of best initiatives from other cities.3. Engage citizens and activists in 50 cities to participate in the promotion of good governance.",0,647146.1,0,594000,0,517822.84,0,873740.5,Ukraine,100,Government & Civil Society-general,Democratic participation and civil society,30,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/411-996
SE-0-SE-6-13735A0101-UKR-15153,Sweden,SE-0,SE,Organizational transformation of the national public broadcaster in Ukraine,Implementation,2020-01-01,2023-11-30,"NPBU formulated Project objectives as follows:\n1) Completed transition from manual management (micromanagement) to process management (through goals and workflows)\n2) Launch of automated workflows at UA:PBC \n3) Transformed corporate culture compliant with UA:PBC’s values and mission \n4) UA:PBC becomes a reliable and more reputable source of information by using information on public opinion.\nEffectiveness and competitiveness of a media company is based on a proper functioning of 3 main pillars: people, management system and content (see the chart below).\n\nUA:PBC faces big challenges in every of these spheres, namely:\n1) Management system: Following the drastic downsizing, the company is revising its internal structure and management system in accordance with international management principles and current best international practices at broadcasting companies. As of now, there is manual management in a company. Management team members have different views on the framework for building a business process/management system. Business processes of the company are not defined or regulated. For 26 years, the company had been state owned and consisted of 31 independent companies which were united only in 2017. The most widespread tools at the company are still Excel and Google documents. Data is stored in different formats and is not interrelated. The management needs to wait for reports or entry data relevant for management decision-making from two hours to several days. All this is exacerbated by inflated number of staff, excessive and obsolete bureaucracy, poor confidentiality of information, inefficient use of resources and limited information for management decisions.\n2) Human resources:UA:PBC inherited corporate culture, which is typical for a dependent and controlled state institution and is inconsistent with the current values of the company. This culture has been hampering changes and demotivating the best staff.\n3) Content:The old system of state television was oriented at the government and focused on the interests of officials. To work for the benefit of the people and be a source of credible and truthful information about society UA: PBC needs effective tools to measure public opinion. Currently, the company does not have such tools and decisions what content to produce are taken without having sufficient evidence-based information. This significantly influences the quality and format of the content as well as the ways of its distribution.Becoming an effective company is possible only after solving all the above-mentioned challenges, i.e. full transformation of UA:PBC’s management system, corporate culture and change of content production approaches.These needs for changes are the basis for the implementation of UA:PBC's development Strategy for 2020-2022. Four vectors of transformation were chosen for implementation of this Strategy: organizational, technological, content transformation and transformation of corporate culture. Project’s outcomes cover an important part of the success factors that must be achieved in all transformation vectors.\nThere is a good common ground, joint understanding and commitment of the key stakeholders to work on organizational, digital, and corporate culture transformations as well as on enhancing audience outreach and engagement. The plan for this intervention is to make a concentrated effort to conduct full organizational transformation of the public service media system in Ukraine.\nTheory of changeThe following objectives are proposed:Development objective: Effective and competitive public service broadcaster in Ukraine as a tool for democracy and empowerment.Project objective: Transformed management system, corporate culture and approaches to content production of public service broadcaster in Ukraine\nThe draft Result-based management (RBM) matrix for the project puts forward four outcomes and several outputs. The proposed outcomes are closely interlinked and causal relations can be traced in the programme document. Workflow automation is impossible without transition to system management. Transformation of corporate culture should be strengthened by providing appropriate tools for staff, namely clear “rules of game” (workflows); and IT systems for implementing these rules. The cooperation partner plans to finalize the RBM Matrix with realistic numbers added at the output, activities and indicators level after the inception period, as soon as the procured consultants for each component process the results of their initial diagnostics and audits. The application of RBM matrix as a steering tool implies regular follow up and adjustments to stay on track and reach the intended results.\nThe Embassy assesses this as a feasible plan. However, the cooperation partner obviously lacks RBM application knowledge, e.g. separate ""theories of change"" were suggested for every component of the project, but an umbrella vision has not been framed properly in the respective section of the proposal, even though it can be elicited from the programme document in its other parts. The Embassy suggests additional RBM training for the staff of this cooperation partner during the inception phase of the project, preferably the one organized by Sida Partnership Forum. \nProject contentFull organizational transformation will take time and considerable effort. Therefore, the Embassy assesses  that a proposed project time span of three years will be necessary to conduct the transformation. Detailed project outcomes, outputs, activities, baselines, indicators and time frame are described in the draft RBM matrix.\nOutcome 1. Conducted transition from manual management (micromanagement) to process management (through goals and workflows)UA:PBC’s goal is to transform the existing management system to a fundamentally new level, focused on efficiency, clarity and transparency. The evolution of the transformation of UA:PBC’s management system can be seen in the chart below. Currently, UA:PBC aims to make a transition to process management.\nEvolution of the transformation of the management system:Process management is a management approach in which a company is viewed as a network of interconnected business processes rather than distinct functions, as opposed to a functional approach. The advantage of process management is its focus on the end result of each individual business process, which is a sequence of operations, and set of processes. Process approach allows evaluating the contribution of each business process to the end result of the company’s activities, which triggers positive effect for employees’ motivation. Optimization of business processes will contribute to the company's sustainable opreation as an independent and effective institution.More than 20% of the Roadmap's recommendations are devoted to the design of business processes and are included in this project. Their implementation is one of the most complex and largest tasks, since it concerns almost the entire company and will have noticeable impact. Processes will be not only described but also optimized showing how to use employees’ time more effectively. This can lead to the improvement of organization’s structure and, hence, to optimization of human resources. It also foresees the reduction of the level of bureaucracy as well as effective distribution of authority. Launch of the process approach will reduce timeframes of decision-making as well as enhance decision-making efficiency. This will all also lead to savings of financial resources.\nOutcome 2. Automated workflowsDigital transformation involves creating databases, developing products, automatization of business processes, integration of accounting financial and personnel systems of the central directorate and branches into a single system, and developing a cross-cutting analytics system that will enhance the company’s efficiency.The chart below shows how single information space should look like:\nAutomatization would enable optimization of human and financial resources and increase of transparency of financial and personnel processes. Since single information storage is envisioned in this system, the reliability and confidentiality of information would increase. As a result, NPBU's would stregthen its competitiveness and improve its image as a modern innovative institution. Technological changes will affect all the staff and will lead to significant improvement of the quality of financial and personnel services. Employees will also have a platform for internal communication, which increases openness. The company will be fully digitalized.\nOutcome 3. Transformed corporate culture fitting UA:PBC’s values and missionFormation and development of the corporate culture is an important task and a prerequisite for the effective implementation of changes at UA:PBC and its sustainable development.The external influence of the organization is directly related to its internal integrity and ideology. That is why the internal culture of the public broadcaster must be as consistent as possible and not only contribute to the effectiveness of the organization itself, but also to the strengthening of UA:PBC’s position and its role in the formation of national consciousness. Corporate culture also creates employees’ engagement and is a key to managing the organization.UA:PBC’s goal is to create the desired vision of the organization’s culture in order to achieve an influential position of UA:PBC outside and have attractive image as an employer inside and outside as well as to set up HR system so that the desired organization culture is built up as efficiently as possible.After the transformation of corporate culture employees’ engagement, motivation, loyalty as well as efficiency will significantly increase, managers at any level will understand where and how the company changes and what is required from them. This will also increase the speed of internal communication as well as its quality.\nOutcome 4. UA: PBC becomes a reputable source of information by using public opinion trendsUA:PBC needs to know exactly what is bothering Ukrainians and discuss these issues. This is a fundamental function of the public service broadcaster, a key component of the brand and its reputation.By establishing a well-functioning and innovative marketing department, UA:PBC will be able to:• get quick public opinion on current issues;• systematically cooperate with experts who generate issues that need actualization in society;• discuss all current issues and topics on the air and create socially important content;• disseminate the received data in the country's information space.The products' menu should include analytics, data, metrics, ratings, value orientations which will be used internally by program director, producers, editors, PR department, Management Board and externally by leaders of public opinion, mass media, think tanks, and public authorities.A well functioning and innovative marketing department will be able to help NPBU shape the social agenda, produce annual reports on social trends and set standards. At the internal level UA:PBC will be able to control the achievement of its marketing goals, generate evidence-based themes for the creative team, study regional audiences and their needs.",542905.9,558928,446264.34,474044.4,404902.44,418088.06,695441.25,715849.06,Ukraine,100,Government & Civil Society-general,Media and free flow of information,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-13735A0101-UKR-15153
